time,ex,chloroplast1,chloroplast2,chloroplast3,chloroplast4,chloroplast5,chloroplast6,chloroplast7,chloroplast8,chloroplast9,chloroplast10,chloroplast11
-3,0,7.39510486,6.11535146,8.77906648,16.91484878,22.46380128,27.89124367,38.02771297,11.5951641,16.54898616,3.549671679,10.29694544
-2,0,7.44038553,6.07148837,8.52181692,16.98640072,22.41079429,27.48635593,37.61471898,11.78816671,16.73998972,3.534481252,10.29694544
-1,0,7.67289597,5.81782338,8.42430399,16.7652027,22.26840986,27.18136322,37.57613271,12.24668365,16.38646246,3.828430012,10.29411765
0,0,8.17659574,6.17701479,8.59260339,17.0099238,22.57578422,27.55141498,37.45812194,12.53013502,16.43836346,3.549671679,10.88235294
1,1,8.43824181,5.87794277,8.6445112,16.86401979,22.52837619,27.63731954,37.43346387,12.6336116,16.22728024,3.828430012,11.17647059
2,1,8.61485964,5.74284585,8.47460326,16.91965906,22.78246081,27.77208161,37.36069045,12.83849898,16.72619929,3.549671679,11.47321408
3,1,8.74414982,5.67278842,8.41246813,16.97488693,22.68082089,27.66951239,37.44373438,12.90305285,16.99122608,3.843115517,12.0689625
4,1,8.95534191,5.68765872,8.49870637,16.98979942,22.70794592,27.49296555,37.52725351,12.9390669,17.20554757,3.828430012,12.3753594
5,1,8.93736374,5.51200603,8.80185449,16.81769759,22.5530316,27.12249314,37.52725351,13.00378571,17.55807576,3.828430012,13.25662889
6,1,8.94623458,5.19609316,8.57568812,16.76532568,22.54709382,27.05511312,37.80493878,13.32361941,17.55807576,3.240544545,13.55040827
7,1,9.15345681,5.02490681,8.67014401,16.81296694,23.1621322,27.44199612,37.89961011,13.62269354,17.71053223,2.652712842,13.55040827
8,1,8.9085309,4.39825547,8.71771926,17.07139032,23.02137836,27.4623696,38.08928103,13.44438064,17.82567194,2.058823529,13.86025828
9,1,8.69666638,3.99826973,8.67923754,17.25441673,23.20497572,27.76244844,38.08597665,13.2143054,17.91597527,2.064948323,13.84419821
10,1,8.25825215,4.070382713,8.14331808,17.29002131,23.37436018,28.04697137,38.07393247,13.06000457,17.76136166,1.771096725,13.25662889
11,1,8.1111931,4.049570929,8.0278888,17.145744,23.52632471,28.36689444,37.94344273,12.42294113,17.91255402,1.771096725,13.25662889
12,1,7.97356617,4.164741396,7.82413863,17.18922221,23.63441981,28.22361817,38.14683817,12.01856463,18.05487122,1.477269278,12.68623103
13,1,7.58282465,4.27316374,7.77958311,17.28659034,23.88312699,28.45886383,37.89961011,11.74699949,18.12719175,1.477269278,12.39277581
14,1,7.26140146,4.27316374,7.36764924,17.30291961,23.93686286,28.70213495,37.88132793,10.8963463,18.21844722,1.771096725,11.82908177
15,1,7.14649354,4.17498574,7.16933979,17.52528738,23.79614078,28.87855612,37.96304831,10.23075286,17.89166154,1.771096725,11.53610917
16,1,6.79345064,4.138747524,7.03936064,17.22298502,23.91500607,29.17065467,38.16516699,9.98133571,17.78062338,1.764705882,11.24317797
17,1,6.69210133,4.1514583,6.97971045,17.40612245,24.0087816,29.06795034,38.10182368,9.45746057,17.63717914,1.764705882,10.98009142
18,1,6.64489777,4.14251826,6.97158409,17.42364935,24.11425246,29.3290232,37.92485879,8.96212011,17.35115729,1.764705882,10.657449
19,1,6.41222899,3.854113661,6.92650685,17.51799315,24.20473443,29.35881533,37.92485879,8.80944213,17.37182953,1.764705882,10.1034495
20,1,6.51034776,3.803669439,6.91454443,17.45172402,24.37505765,29.61925727,37.97583099,8.7898526,16.94874495,2.058823529,9.81138625
21,1,6.51181552,3.933520934,7.2302755,17.28287544,24.43712142,29.90069176,37.79952552,8.91363196,16.85212595,2.064948323,9.19403354
22,1,6.71064094,3.746987247,7.19846071,16.96178635,24.71602024,29.85388915,38.03972955,9.0274096,16.63739594,2.064948323,8.60910035
23,1,6.92276634,3.763968707,7.09106164,16.99717245,24.87106488,30.25691163,38.12738412,9.20517064,16.6485436,2.064948323,8.31674285
24,1,7.11841891,3.86669893,7.01508612,16.93821911,24.94932267,30.38579501,38.18242455,9.52852611,16.3714282,1.771096725,7.99454237
25,1,7.11791699,3.872718285,6.98055662,16.6307079,24.84270004,30.45248159,38.39033902,9.52852611,15.93926715,1.771096725,7.70166052
26,1,7.05175995,3.911934574,7.02661139,16.60286165,24.59418251,30.6995752,38.55891874,9.40730911,15.80092996,1.477269278,7.40883712
27,1,7.1997349,3.915119006,6.96757532,16.20761553,24.50091619,30.85202297,38.60929959,9.43992035,15.65770841,1.183469424,7.40883712
28,1,7.31485946,3.833710425,7.29860467,15.80363142,24.30772907,30.832878,38.7455611,9.43425616,15.65787199,0.911691542,7.09106164
29,1,7.39755817,3.887710816,7.19862692,15.42943778,23.99783994,30.87582243,38.80674658,9.59447692,15.55081289,0.619109757,6.79774772
30,1,7.4807919,3.915725435,7.14844076,15.21009009,23.82480306,31.10558907,38.58113272,9.44371084,15.25148041,0.619109757,6.50447483
31,1,7.46491616,3.865174394,7.15511457,14.81623792,23.40656051,30.88280242,38.48728265,9.17364049,15.43062704,0.32669714,6.21124621
32,1,7.34954873,3.865174394,7.16378504,14.83736814,23.0314006,30.61729705,39.22007402,9.16391011,15.51279508,0.6574659,5.91806541
33,1,7.28326375,3.902981743,7.14293211,14.82229176,22.50584695,30.1127052,39.17297794,9.18374539,15.89442096,0.367143409,5.60456257
34,1,7.21634252,3.891664018,7.12661406,14.73601272,22.21623156,29.85388915,39.31861655,9.18374539,15.69745191,0.136543881,5.59231947
35,1,7.13396825,3.891664018,7.15895035,14.54555056,21.93347066,29.50556834,39.57469022,9.0123698,15.67984477,0.136543881,5.59231947
36,1,7.28408902,3.908976583,7.07506528,14.6569977,22.08454465,29.04393632,39.69484954,8.70219158,15.48044921,-0.149287499,5.29831847
37,1,7.3492751,3.818779359,6.88614938,14.53583075,21.7632981,28.4692803,39.68000584,8.70805966,15.37846124,-0.069689819,5.29831847
38,1,7.2515314,3.766050529,6.71312221,14.34488901,21.89777646,27.91819416,39.68000584,8.70805966,15.36339943,0.025884556,5.29831847
39,1,7.20372279,3.75100402,6.75579856,14.27462649,22.00350448,27.28081369,39.99601076,8.59623245,15.13702654,0.025884556,5.00432432
40,1,7.23618669,3.656897789,6.94739814,14.21605392,21.95696105,26.94934611,39.89149741,8.43517371,14.85546008,-0.349591676,5.29831847
41,1,7.56325905,3.656897789,6.92015863,14.10657548,22.05004777,26.85485151,39.61431983,8.43517371,14.27217665,-0.627626839,5.29831847
42,1,7.38075694,3.683010995,6.84103228,13.96361198,22.37600528,26.6371349,39.4452034,8.43517371,13.59658256,-0.520133467,5.31091067
43,1,7.29970365,3.673510213,6.95011302,13.85953562,22.5310457,26.65820897,39.26689244,8.39446769,12.97583592,-0.349591676,5.0172861
44,1,7.41782026,3.697786627,6.95305344,13.84868239,22.57913259,26.65820897,39.07669668,8.44281751,12.47000643,-0.349591676,5.31091067
45,1,7.38539592,3.61903033,6.8835905,13.95501134,22.30401521,26.3504783,38.00170682,8.10392318,11.99456234,-0.349591676,5.29831847
46,1,7.22364273,3.558836163,6.88734334,13.97082054,22.06982815,25.82639032,37.54274046,8.06094312,11.75861764,-0.627626839,5.29831847
47,1,7.22364273,3.558836163,6.85951002,13.74232459,22.10209598,25.64942378,37.31585783,8.10392318,11.90397039,-0.520133467,5.29831847
48,1,7.22679375,3.558836163,6.83172547,13.85659524,22.11413128,25.50198372,37.39819568,8.15334104,11.87431916,-0.788876158,5.29831847
49,1,7.22679375,3.547774352,6.77297504,13.84416582,21.88965662,25.19902265,37.4556739,7.86407513,12.08024295,-0.520133467,5.29831847
50,1,7.28056749,3.433313872,6.68776541,13.75029591,21.34536849,24.88359449,37.61019795,7.86407513,12.15273497,-0.520133467,5.00432432
51,1,7.3032197,3.428103348,6.68522092,13.69331287,21.26981685,24.9256576,37.52689845,7.86407513,11.90760818,-0.396330635,5.00432432
52,1,7.32160767,3.428103348,6.52495834,13.66488756,21.43278473,25.01772961,37.19588937,7.63337153,11.80452733,-0.396330635,5.00432432
53,1,7.27660456,3.027849449,6.41915552,13.49013994,21.41579296,25.04961983,37.1253431,7.63337153,11.76909933,-0.520133467,4.710337658
54,1,7.00490096,3.027849449,6.32167909,13.42407031,20.72184523,25.1962508,36.95770123,7.69825479,11.38704027,-0.657404982,4.710337658
55,1,7.00490096,3.027849449,6.23821951,13.51072821,20.50544548,25.23329528,37.17113427,7.76958432,11.35252625,-0.657404982,4.710337658
56,1,7.00490096,3.027849449,6.23821951,13.23054967,19.95515143,25.04062097,37.15964036,7.48528546,11.35252625,-0.510488964,4.710337658
57,1,7.15883918,3.027849449,6.13248407,13.04454312,19.80590746,25.30328515,37.3010814,7.34593639,11.35252625,-0.510488964,4.705882353
58,1,6.9108569,2.737027316,6.02450871,13.14255355,19.63744002,25.65744433,37.36069045,7.28623446,11.05115228,-0.510488964,4.705882353
59,1,6.9108569,2.697795487,6.23051947,12.86628535,19.40839945,26.29798308,37.56256516,7.23331432,10.79770471,-0.510488964,4.705882353
60,1,6.7536713,2.669649888,6.23051947,12.59059595,18.94384068,26.37842852,37.33710897,7.18726433,10.657449,-0.510488964,5
61,1,6.7536713,2.405693125,6.02450871,12.31551298,18.6507474,26.3379943,37.43346387,6.85626139,10.26014326,-0.913987062,5
62,1,7.00490096,2.405693125,6.02450871,12.04106581,18.40118512,26.3379943,37.19460805,7.11607643,10.1263422,-0.913987062,4.705882353
63,1,7.00490096,2.697795487,5.82257029,12.14985851,18.0067742,26.2484737,36.99237838,7.11607643,9.86385737,-0.75817497,4.710337658
64,1,6.7536713,2.376433061,5.60864047,12.14985851,17.75712136,25.92608948,36.90888306,7.11607643,9.86385737,-0.75817497,4.416359173
65,1,6.7536713,2.376433061,5.40694471,11.87784322,17.71319771,25.83996515,36.97140946,6.82338308,10,-0.510488964,4.411764706
66,1,6.60181348,2.376433061,5.40694471,11.60658143,17.7924039,25.79338273,37.01891029,7.1481626,10.14063256,-0.75817497,4.411764706
67,1,6.60181348,2.376433061,5.20973821,11.60658143,17.67492153,25.26876438,36.85441782,6.94349441,10.28563113,-0.75817497,4.416359173
68,1,6.60181348,2.376433061,5.20973821,11.60658143,17.11385836,25.06948412,36.57030033,6.99769297,10.5409939,-0.999567497,4.416359173
69,1,6.7536713,2.405693125,5.20973821,11.45482439,16.74521937,24.74080649,36.26077178,6.99769297,10.6878063,-1.165175056,4.416359173
70,1,6.7536713,2.113756837,5.43185168,11.45482439,16.63793943,24.3923153,36.11874829,6.94349441,10.83872002,-1.165175056,4.430129142
71,1,6.50447483,2.113756837,5.62493639,11.57790667,16.56679649,23.75162667,35.71133589,6.8963226,10.99361897,-0.999567497,4.723691326
72,1,6.50447483,2.083290929,5.40694471,11.57790667,16.54298833,23.32837259,35.37053069,6.5644725,10.83872002,-0.999567497,4.453034518
73,1,6.50447483,2.083290929,5.62493639,11.57790667,16.33316212,23.21418448,35.34087538,6.53076223,10.99361897,-0.999567497,4.485009116
74,1,6.50447483,1.790233165,5.43185168,11.72337527,16.04945569,22.77643055,34.96293999,6.50447483,11.15238849,-1.165175056,4.485009116
75,1,6.66501883,1.790233165,5.65745349,11.60658143,15.97328998,22.60439588,34.81448522,6.50447483,11.31491559,-1.165175056,4.525961612
76,1,6.50447483,2.083290929,5.43185168,11.49420576,15.83258361,22.57456512,34.62588443,6.48566129,11.07185423,-0.999567497,4.525961612
77,1,6.25744659,2.083290929,5.24357339,11.6611871,15.1936987,22.28525782,34.2572111,6.48566129,11.07185423,-0.999567497,4.235481452
78,1,6.25744659,2.083290929,5.0172861,11.6611871,15.1936987,22.11173677,33.79281973,6.77940259,10.83052546,-0.999567497,4.286854943
79,1,6.25744659,1.790233165,4.829867628,11.6611871,14.84367976,21.97664934,33.12228183,6.50447483,10.66297289,-0.999567497,3.99826973
80,1,6.42146343,1.790233165,4.88252801,11.38633915,14.49625108,22.34085719,32.87265231,6.50447483,10.33929978,-1.233456331,3.99826973
81,1,6.42146343,2.083290929,4.829867628,11.49420576,14.20793161,22.12636055,32.68354951,6.79774772,10.33929978,-1.458354536,3.99826973
82,1,6.18033989,1.790233165,4.829867628,11.49420576,13.57370989,22.14301144,32.70245235,6.77940259,10.18342294,-1.458354536,3.945239015
83,1,6.18033989,1.497271187,5.0172861,11.49420576,13.86255146,22.23073392,32.4037505,6.47058824,10.18342294,-1.458354536,4.235481452
84,1,6.18033989,1.530471562,5.0172861,11.6611871,14.20793161,22.14088562,32.35618199,6.17647059,10.18342294,-1.458354536,4.286854943
85,1,6.18033989,1.497271187,5.0172861,11.49420576,14.20793161,22.14088562,32.40550134,6.17647059,9.93353209,-1.458354536,4.575776821
86,1,6.18033989,1.497271187,4.829867628,11.49420576,13.86255146,21.79212217,32.27217737,6.17647059,10.33929978,-1.256493511,4.634317267
87,1,5.94180896,1.497271187,4.829867628,11.22186145,13.63183643,21.44484042,32.36828991,6.18033989,10.49919074,-1.256493511,4.575776821
88,1,5.94180896,1.497271187,4.602839834,11.22186145,13.6944101,21.44484042,32.41603608,6.47435835,10.49919074,-1.256493511,4.634317267
89,1,5.77049025,1.497271187,4.647776157,11.22186145,13.63183643,21.13250586,32.55900983,6.19193976,10.25447351,-1.458354536,4.347205048
90,1,6.01273249,1.497271187,4.647776157,11.22186145,13.3440778,21.30544893,32.69068219,6.19193976,10.09199013,-1.458354536,4.701425001
