time,ex,chloroplast1,chloroplast2,chloroplast3,chloroplast4,chloroplast5,chloroplast6,chloroplast7,chloroplast8,chloroplast9,chloroplast10,chloroplast11,chloroplast12,chloroplast13,chloroplast14
-14,0,7.091061642,9.779228855,11.97749375,16.79251006,7.240383557,6.653889857,-0.294117647,1.510571653,5.310910672,12.9797079,9.438750245,12.00040708,7.015704833,19.41885085
-13,0,6.812403311,10.19481336,11.62220135,17.06666527,7.073162207,6.896322598,-0.294117647,1.719799799,5.310910672,13.05891933,8.719886811,12.00040708,6.635317909,19.41176471
-12,0,6.635317909,9.979801857,11.90856747,17.34132825,6.910856901,7.187264327,0,1.84100197,5.310910672,12.80323053,8.287478821,12.18009631,6.071488367,19.11764706
-11,0,6.772056527,9.767517895,11.90856747,17.17420803,7.158839182,6.896322598,0.32669714,1.991096661,5.310910672,12.76675095,8.378312254,12.32300509,5.497981352,18.82352941
-10,0,6.997692973,9.558080789,11.84449537,17.17420803,7.370435791,6.823383084,0.998846487,2.498558108,5.017286098,13.05891933,8.133596213,12.73751327,6.353093568,18.82352941
-9,0,7.345936389,9.564021651,12.07402973,16.85988727,7.370435791,6.823383084,1.706914265,3.156132132,5.038851862,13.93578659,8.542193451,13.1520872,6.440382552,18.82352941
-8,0,7.698254791,10.19481336,12.19519527,16.59112018,7.233314319,6.823383084,2.352941176,3.828430012,5.017286098,14.26189921,8.300493005,13.53874648,6.720505203,18.82534488
-7,0,7.201452066,9.979801857,12.19519527,16.59112018,7.233314319,7.091061642,2.720238087,4.544106317,5.038851862,15.13793267,8.542193451,14.35151076,6.910856901,18.83079047
-6,0,6.918117406,9.974025955,12.26297717,16.59112018,7.495673992,7.073162207,2.91936001,4.952308421,5.361126443,15.39828339,8.719886811,14.55384722,6.74262634,18.53676356
-5,0,7.126781252,9.767517895,12.05121534,16.85988727,7.495673992,7.073162207,2.91936001,4.952308421,5.65339428,16.2763169,8.972910024,14.75848992,6.575687444,18.83986368
-4,0,7.126781252,9.564021651,12.05121534,16.85988727,7.233314319,6.779402585,2.848037685,4.710337658,5.65339428,15.9835988,8.972910024,14.96536794,6.83800694,18.83986368
-3,0,7.412322262,9.558080789,12.12967033,17.12929918,7.233314319,6.797747718,2.848037685,4.952308421,5.981267472,17.44755518,8.972910024,15.39828339,7.101788595,18.83986368
-2,0,7.345936389,9.564021651,11.93157408,17.28511381,7.370435791,6.797747718,2.848037685,6.353093568,5.981267472,17.76896145,8.972910024,15.44910976,6.856261395,19.13378226
-1,0,7.233314319,9.979801857,12.12967033,17.28511381,7.112506048,6.797747718,2.848037685,6.590623821,6.272804645,18.06152445,9.123773181,15.90098589,6.601813484,19.45601942
0,0,7.233314319,9.779228855,12.12967033,16.85988727,7.233314319,6.797747718,2.848037685,7.176612673,6.564472501,18.35412651,9.629211901,16.17851297,7.00490096,19.45601942
1,1,7.116076426,9.581829713,12.62007741,16.7428348,7.233314319,7.091061642,2.848037685,6.830697271,6.564472501,18.32632948,10.58823529,16.41208791,6.601813484,19.74961116
2,1,6.856261395,9.387735069,12.05121534,16.85988727,7.495673992,7.701660519,2.635738227,7.588785035,6.823383084,18.32632948,10.58823529,16.47260265,6.590623821,19.45601942
3,1,6.530762226,8.972910024,11.56485628,16.59112018,7.233314319,7.408837123,2.440653318,7.769584321,6.823383084,17.76896145,10.43487266,16.78258407,6.353093568,19.14632441
4,1,6.856261395,9.387735069,11.6611871,16.35747805,7.370435791,6.896322598,1.790233165,7.176612673,6.779402585,17.44755518,10.33929978,16.95071548,6.764705882,19.13378226
5,1,6.823383084,9.387735069,11.4627082,16.90139905,7.112506048,6.943494414,1.063390626,7.356442081,7.062409797,16.78258407,10.74559861,16.95071548,7.158839182,19.13378226
6,1,6.485661288,9.197080454,11.37049418,17.06666527,7.258038814,7.233314319,0.91900347,7.001297508,7.062409797,16.19484497,10.66297289,17.43406332,7.629947384,19.42770564
7,1,5.886326778,8.75137615,10.83872002,16.79251006,7.408837123,7.813541712,0.261336418,7.317877407,6.764705882,16.54298833,10.01152959,16.8618658,7.660731324,19.42770564
8,1,5.592319474,8.75137615,10.76481563,16.79251006,7.112506048,7.478354962,-0.13148666,7.240383557,6.768381779,16.54298833,9.471664235,16.8618658,7.769584321,19.14632441
9,1,5.298318471,8.336216528,10.47964396,17.17420803,6.83800694,7.073162207,-0.396330635,6.590623821,5.918065408,16.54298833,9.423764512,16.37367329,7.629947384,19.44009695
10,1,5.004324325,7.506053897,9.837645007,16.90139905,6.575687444,7.091061642,-0.13148666,6.180339887,5.624936393,16.2763169,9.01000631,16.13762778,7.890945295,19.44009695
11,1,4.416359173,6.870844747,9.266979807,16.7428348,6.444162623,7.073162207,-0.396330635,5.941808963,5.361126443,17.40126356,8.647185598,15.9835988,7.759418802,19.45601942
12,1,4.122389658,6.26128807,8.624982143,17.28511381,6.318753768,7.058823529,-0.13148666,5.706043955,5.331863571,17.15469363,8.300493005,15.83258361,7.629947384,19.47546614
13,1,4.122389658,5.846522891,7.984552973,16.96253494,6.199666332,7.058823529,-0.13148666,5.060371398,5.038851862,16.83613082,8.133596213,15.43006469,7.759418802,19.16244047
14,1,4.122389658,5.846522891,7.058823529,17.41670472,5.929943633,6.768381779,-0.13148666,4.416359173,4.74590678,17.42249241,7.890945295,15.02809445,7.366938848,18.86887478
15,1,3.828430012,5.431851677,6.653889857,17.79174561,5.661511153,6.768381779,0.136543881,3.964559208,4.16024206,17.42249241,7.72547509,15.02809445,6.856261395,18.91232544
16,1,3.235294118,5.017286098,6.133819547,17.99578719,5.522672835,6.768381779,0.025884556,3.329295446,3.843115517,17.74044915,7.72547509,15,6.470588235,18.32632948
17,1,3.240544545,4.575776821,5.497981352,17.89210438,5.394468851,6.470588235,0.025884556,2.913896498,3.574929257,17.42249241,7.481820691,14.86328706,6.199666332,18.06152445
18,1,2.946621227,4.16024206,5.107553104,17.6164805,4.865005783,6.474358355,0.025884556,3.134892168,3.610165393,17.44755518,7.240383557,14.08368023,5.929943633,17.80123229
19,1,2.669649888,4.003075215,4.816658393,17.89210438,4.602839834,6.211246207,-0.13148666,2.720238087,3.655258217,17.18395879,7.073162207,13.96317685,5.394468851,17.29481607
20,1,2.697795487,3.134892168,4.776923611,17.72142108,4.342576573,5.624936393,-0.13148666,2.720238087,3.318903308,16.2763169,6.830697271,14.11764706,5.260449143,17.00385308
21,1,2.737027316,2.720238087,4.193235064,17.55711705,4.634317267,5.004324325,0.025884556,2.533087338,3.027849449,15.6909204,6.665018832,13.62487082,5.260449143,16.37974335
22,1,2.44646406,2.533087338,3.549671679,17.24820665,4.384150667,4.411764706,0.025884556,2.305730793,3.076194246,14.78474125,6.257446594,13.62487082,5,16.08846091
23,1,1.866245606,2.119834375,3.549671679,16.70301272,4.384150667,4.122389658,0.302281287,2.533087338,2.787177821,14.81314093,5.604562575,13.24477932,4.741467742,15.46602383
24,1,1.866245606,1.941425718,3.256275793,16.05561921,4.544106317,3.828430012,0.40728715,2.352941176,2.561741254,14.49181356,5.197021073,12.11451356,4.485009116,14.55384722
25,1,1.576670522,1.941425718,2.962933159,15.79725827,4.300816648,4.122389658,0.40728715,2.764928696,2.276068751,13.90606904,5.038851862,11.4627082,4.342576573,14.30003496
26,1,1.287517155,1.294392517,2.962933159,15.79725827,4.235481452,3.828430012,0.40728715,2.352941176,2.276068751,13.58767683,5.289915109,10.72085649,4.471318934,13.42641777
27,1,1.287517155,1.120191778,3.240544545,15.79725827,4.18852903,3.843115517,0.580489989,2.533087338,1.706914265,12.96286057,5.197021073,9.705882353,4.347205048,12.51173605
28,1,1.287517155,1.063390626,3.549671679,15.6846482,3.964559208,3.574929257,0.302281287,2.352941176,1.510571653,12.9797079,4.952308421,9.510466334,4.347205048,12.22033079
29,1,1.349127396,0.882352941,3.240544545,15.43006469,4.060542236,3.549671679,0.680355269,2.533087338,1.335488008,12.68623103,4.710337658,8.861025492,4.079617083,11.68194225
30,1,1.349127396,0.882352941,3.240544545,15.07770372,3.590048157,3.549671679,0.680355269,2.533087338,0.91900347,11.77502263,4.952308421,8.672516823,4.230796957,11.34669792
31,1,0.998846487,0.649815504,2.946621227,15.07770372,3.590048157,3.828430012,0.580489989,2.764928696,0.91900347,12.05882353,4.952308421,8.439599599,4.503232013,10.69607537
32,1,1.063390626,0.470904482,2.669649888,14.67293119,3.177316926,3.828430012,0.302281287,2.533087338,0.91900347,11.20051689,4.88252801,8.21894415,4.776923611,9.770446505
33,1,0.998846487,0.236615828,2.376433061,14.42290233,3.000865005,3.828430012,0.025884556,3.177316926,0.6574659,11.20051689,4.710337658,8.599562378,4.776923611,8.776515798
34,1,1.063390626,0.236615828,2.376433061,14.17412472,3.240544545,3.534481252,-0.248383994,3.177316926,0.6574659,10.89324245,4.710337658,8.290733562,4.674637767,8.672516823
35,1,0.998846487,-0.176111922,2.405693125,13.84419821,3.240544545,3.534481252,-0.248383994,2.946621227,0.6574659,10.01152959,4.544106317,8.685164852,4.674637767,8.672516823
36,1,0.998846487,-0.176111922,2.405693125,14.25291512,2.831486445,3.529411765,0.025884556,2.946621227,0.6574659,9.717642357,4.384150667,8.719886811,4.674637767,8.672516823
37,1,0.998846487,-0.349591676,2.405693125,14.58037291,2.831486445,3.529411765,0.025884556,3.134892168,0.39928228,10.02592915,4.384150667,8.468533108,4.503232013,8.39446769
38,1,0.778494913,-0.588235294,2.405693125,14.33362168,2.831486445,3.235294118,-0.248383994,2.720238087,0.39928228,9.194033544,4.384150667,8.426720248,4.503232013,7.931145845
39,1,0.778494913,-0.588235294,2.405693125,14.08821263,2.831486445,2.941176471,-0.248383994,2.720238087,0.6574659,8.901532115,4.384150667,8.169772457,4.347205048,7.931145845
40,1,0.778494913,-0.999567497,2.405693125,13.9266477,3.076194246,2.946621227,0.025884556,2.720238087,0.6574659,8.644015888,4.300816648,8.169772457,4.347205048,8.130302521
41,1,0.778494913,-0.819802822,2.697795487,13.52007234,3.076194246,2.946621227,0.025884556,2.720238087,0.6574659,8.31674285,4.471318934,7.769584321,4.347205048,8.054318248
42,1,0.494571086,-0.75817497,2.405693125,13.6016333,3.000865005,2.652712842,0.025884556,2.498558108,0.6574659,8.287478821,4.060542236,7.769584321,4.347205048,7.984552973
43,1,0.494571086,-0.999567497,2.697795487,13.43580464,3.000865005,2.652712842,0.025884556,2.305730793,0.6574659,7.994542373,4.235481452,7.629947384,4.471318934,7.984552973
44,1,0.423261445,-0.999567497,2.737027316,13.43580464,3.076194246,2.647058824,0.025884556,2.305730793,0.525968891,7.701660519,4.060542236,7.629947384,4.207338731,7.698254791
45,1,0.423261445,-0.999567497,3.027849449,13.19254952,3.076194246,2.647058824,0.025884556,2.498558108,0.525968891,7.440168225,4.300816648,7.769584321,4.207338731,7.286234455
46,1,0.136543881,-0.999567497,3.027849449,13.02775638,3.076194246,2.647058824,-0.248383994,2.498558108,0.525968891,6.943494414,4.300816648,7.769584321,4.079617083,7.233314319
47,1,0.136543881,-0.999567497,3.318903308,12.78378407,3.076194246,2.647058824,0.025884556,2.533087338,0.525968891,6.772056527,4.060542236,7.914410824,4.347205048,7.523334621
48,1,0.423261445,-0.819802822,3.027849449,12.45979068,3.48365006,2.647058824,0.025884556,2.720238087,0.525968891,6.556989826,4.003075215,8.064254303,4.347205048,7.233314319
49,1,0.136543881,-1.043051751,3.027849449,12.14985851,3.48365006,2.652712842,0.025884556,2.913896498,0.525968891,6.071488367,3.964559208,7.890945295,4.347205048,7.148162605
50,1,0.423261445,-0.819802822,3.027849449,12.25545899,3.650259512,2.358821178,0.136543881,2.720238087,0.525968891,6.160979977,3.744746322,8.235294118,4.347205048,7.148162605
51,1,0.136543881,-1.233456331,3.027849449,12.25545899,3.650259512,2.358821178,0.136543881,2.913896498,0.525968891,6.160979977,3.744746322,8.001197709,4.230796957,7.148162605
52,1,0.136543881,-1.233456331,2.737027316,11.59876595,3.650259512,2.376433061,0.40728715,2.913896498,0.525968891,6.440382552,3.744746322,8.182902842,4.347205048,7.187264327
53,1,0.136543881,-1.233456331,2.405693125,11.09068161,3.240544545,2.376433061,0.40728715,2.913896498,0.525968891,6.635317909,3.529411765,8.143472336,4.079617083,7.187264327
54,1,0.136543881,-1.233456331,2.44646406,10.5409939,3.240544545,2.376433061,0.40728715,2.498558108,0.40728715,6.272804645,3.734848473,8.31674285,4.347205048,7.286234455
55,1,0.136543881,-1.233456331,2.737027316,10.39840013,3.240544545,2.376433061,0.40728715,2.498558108,0.136543881,6.556989826,3.529411765,8.117119483,4.079617083,7.286234455
56,1,0.136543881,-1.256493511,2.737027316,9.602578338,3.48365006,2.376433061,0.025884556,2.305730793,0.136543881,6.272804645,3.329295446,7.688032124,4.079617083,6.997692973
57,1,0.136543881,-1.458354536,2.737027316,9.342570989,3.076194246,2.669649888,0.025884556,2.498558108,0.40728715,6.272804645,3.134892168,7.485285457,4.207338731,6.709428963
58,1,0.136543881,-1.458354536,2.405693125,9.227513673,3.076194246,2.669649888,0.136543881,2.498558108,0.40728715,6.071488367,3.134892168,7.272144732,3.813720038,6.709428963
59,1,0.077257795,-1.646542867,2.405693125,9.083905757,2.91936001,2.652712842,0.025884556,2.282010825,0.40728715,5.790550781,3.134892168,7.478354962,3.945239015,6.709428963
60,1,0.077257795,-1.458354536,2.405693125,8.826657969,3.027849449,2.652712842,0.025884556,2.282010825,0.40728715,5.604562575,2.946621227,7.478354962,3.945239015,6.36451711
61,1,0.077257795,-1.458354536,2.405693125,8.570908229,2.770496949,2.652712842,0.025884556,2.282010825,0.302281287,5.543204899,2.946621227,7.272144732,3.945239015,6.653889857
62,1,0.077257795,-1.458354536,2.405693125,8.169772457,2.515842552,2.652712842,-0.248383994,2.282010825,0.302281287,5.273087763,2.946621227,7.485285457,3.945239015,6.653889857
63,1,0.077257795,-1.458354536,2.697795487,8.169772457,2.515842552,2.358821178,0.136543881,2.282010825,0.302281287,5.543204899,2.946621227,7.901007176,3.945239015,6.605540975
64,1,0.136543881,-1.256493511,2.697795487,7.914410824,2.63007163,2.352941176,0.136543881,2.487012977,0.40728715,5.604562575,3.134892168,7.688032124,3.945239015,6.653889857
65,1,-0.212111589,-1.672438677,2.697795487,7.660731324,2.770496949,2.647058824,0.40728715,2.697795487,0.40728715,5.431851677,3.134892168,7.688032124,3.945239015,6.653889857
66,1,-0.212111589,-1.458354536,2.697795487,7.317877407,2.770496949,2.647058824,0.40728715,2.697795487,0.40728715,5.706043955,3.134892168,8.117119483,3.945239015,6.653889857
67,1,-0.149287499,-1.646542867,2.405693125,7.240383557,2.770496949,2.647058824,0.40728715,2.902958143,0.302281287,5.327676392,2.913896498,7.728873534,3.685190035,6.653889857
68,1,-0.434066266,-1.409836584,2.405693125,7.073162207,2.63007163,2.647058824,0.40728715,2.902958143,0.302281287,5.604562575,2.913896498,7.506053897,3.549671679,6.36451711
69,1,-0.434066266,-1.873486526,2.113756837,7.073162207,2.63007163,2.647058824,0.302281287,2.902958143,0.580489989,5.510334344,2.902958143,7.506053897,3.287648708,6.36451711
70,1,-0.500865135,-1.873486526,1.822007944,7.073162207,2.498558108,2.647058824,0.302281287,2.902958143,0.580489989,5.510334344,3.113596602,7.286234455,3.427381636,6.133819547
71,1,-0.500865135,-1.672438677,1.497271187,7.073162207,2.498558108,2.647058824,0.680355269,3.113596602,0.580489989,5.604562575,2.902958143,7.286234455,3.172025876,6.133819547
72,1,-0.788876158,-1.672438677,1.530471562,6.910856901,2.498558108,2.647058824,0.580489989,2.902958143,0.680355269,5.327676392,2.697795487,7.069579135,3.156132132,6.133819547
73,1,-0.788876158,-1.873486526,1.530471562,6.910856901,2.498558108,2.647058824,0.580489989,3.318903308,0.40728715,5.327676392,2.487012977,6.870844747,3.156132132,6.075394343
74,1,-0.840548346,-1.672438677,1.530471562,6.590623821,2.376433061,2.352941176,0.580489989,3.318903308,0.40728715,5.423555969,2.487012977,6.485661288,3.156132132,6.075394343
75,1,-0.788876158,-1.458354536,1.576670522,6.421463435,2.234337574,2.352941176,0.302281287,3.318903308,0.40728715,5.706043955,2.487012977,6.485661288,2.892004626,5.786541659
76,1,-0.500865135,-1.458354536,1.576670522,6.590623821,2.234337574,2.647058824,0.302281287,3.318903308,0.40728715,5.510334344,2.487012977,6.45549535,2.63007163,6.075394343
77,1,-0.549192368,-1.646542867,1.576670522,6.353093568,2.234337574,2.358821178,0.302281287,3.113596602,0.525968891,5.706043955,2.697795487,6.45549535,2.770496949,5.786541659
78,1,-0.549192368,-1.646542867,1.576670522,6.353093568,2.234337574,2.652712842,0.40728715,3.329295446,0.525968891,5.706043955,2.697795487,6.45549535,2.892004626,6.075394343
79,1,-0.549192368,-1.646542867,1.287517155,6.530762226,2.370567109,2.376433061,0.302281287,3.329295446,0.525968891,5.423555969,2.697795487,6.26128807,2.892004626,6.075394343
80,1,-0.549192368,-1.458354536,1.287517155,6.299631007,2.113756837,2.083290929,0.302281287,3.329295446,0.261336418,5.510334344,2.697795487,6.653889857,2.892004626,6.024508714
81,1,-0.549192368,-1.458354536,1.576670522,6.26128807,2.370567109,2.113756837,0.40728715,3.329295446,0.525968891,5.510334344,2.697795487,6.45549535,3.027849449,6.024508714
82,1,-0.500865135,-1.672438677,1.576670522,6.485661288,2.370567109,2.113756837,0.302281287,3.329295446,0.525968891,5.510334344,2.697795487,6.45549535,3.027849449,6.024508714
83,1,-0.549192368,-1.458354536,1.287517155,6.530762226,2.370567109,1.866245606,0.302281287,3.329295446,0.525968891,5.431851677,2.697795487,6.440382552,2.892004626,5.981267472
84,1,-0.549192368,-1.458354536,1.576670522,7.073162207,2.370567109,1.866245606,0.302281287,3.529411765,0.6574659,5.273087763,2.498558108,6.646464631,2.892004626,5.981267472
85,1,-0.500865135,-1.458354536,1.576670522,6.910856901,2.370567109,2.697795487,0.302281287,3.529411765,0.6574659,5.431851677,2.720238087,6.646464631,2.892004626,5.689871674
86,1,-0.500865135,-1.646542867,1.576670522,6.910856901,2.234337574,2.669649888,0.40728715,3.744746322,0.525968891,5.327676392,2.720238087,6.440382552,2.892004626,5.689871674
87,1,-0.549192368,-1.646542867,1.576670522,6.753671296,2.113756837,2.652712842,0.40728715,3.744746322,0.525968891,5.327676392,2.498558108,6.440382552,2.892004626,5.689871674
88,1,-0.549192368,-1.409836584,1.576670522,6.665018832,2.113756837,2.652712842,0.40728715,3.744746322,0.261336418,5.327676392,2.720238087,6.238219514,2.764928696,5.65339428
89,1,-0.500865135,-1.409836584,1.576670522,6.421463435,2.113756837,2.652712842,0.40728715,3.945239015,0.525968891,5.327676392,2.720238087,6.238219514,2.63007163,5.65339428
90,1,-0.500865135,-1.570028297,1.576670522,6.665018832,1.972511524,2.946621227,0.40728715,3.744746322,0.40728715,5.431851677,2.720238087,6.238219514,2.498558108,5.689871674
